,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Amount_Log
V10,0.07972254425297347,0.39603942388649316,-0.34291387824299624,0.5107216193322796,-0.3198542447216856,0.3922458194340189,0.13460822623382993,0.5051640447854373,-0.0665448300817579,0.3042714410591567,1.0,-0.389328827785533,0.5638617133714644,-0.015064523173735321,0.5303853733846231,0.013785131021823516,0.5056659279053097,0.6058820862169472,0.3921569280655853,-0.12158973985279713,-0.060473927740512655,-0.019784651385785418,-0.009803970196892463,-0.02101995735636436,-0.01401348860015945,-0.01154347087211165,-5.874558548403251e-05,0.1753718059343043,0.10560981176467794,-0.07939250016924317,-0.5814375895457442,0.00664998460538668
V11,-0.25902342925747135,-0.23961315260665728,0.22359307278416657,-0.35482454872927754,0.25127859843295774,-0.22409754750586994,-0.09363876556775412,-0.34699675183511963,0.06252710885872813,-0.23896258282193797,-0.389328827785533,1.0,-0.43114662208888915,0.00950430019677205,-0.40563693966859243,-0.02406627904991687,-0.33751048237540965,-0.4123911168591995,-0.2570273231284953,0.08918853559357677,0.06144153808438013,0.05057072067887411,0.02573250572738624,-0.013915382723805079,-0.023542336416113873,0.01574170110221919,0.014320148747424372,-0.011790568299341454,-0.008519916664239834,-0.005071878392679017,0.4936406104307806,-0.06524501023064809
V12,0.14742680199302288,0.3396252301432076,-0.2860519814794551,0.4918127522551236,-0.3610590512785262,0.33687276125227666,0.12800573358551237,0.47459605530029403,-0.06585129097978228,0.3066774395782571,0.5638617133714644,-0.43114662208888915,1.0,-0.007147582531535583,0.5458866924893686,0.031400032183141545,0.5019954003662072,0.5941078959613378,0.36651939100311415,-0.13792741088476598,-0.06288880798079546,-0.02606832184949668,-0.022781969358197818,-0.008788252277965307,0.0013930359444714756,0.01965948343909268,0.01849456289913331,0.08372684132509901,0.03458788317047175,-0.03116525964604137,-0.6499246945082201,0.0012624657256392038
V13,-0.07511395154137314,-0.0201104744679142,0.0234771434308667,-0.010848743722873509,-0.0009140153251596468,-0.009492518109622787,-0.020560008886250727,-0.010689008248916061,0.06460068461171607,-0.02919527084284829,-0.015064523173735321,0.00950430019677205,-0.007147582531535583,1.0,-0.007331975821874857,0.022070883980755792,-0.018759630781221486,0.00027911357687019446,0.020332871271612853,0.009342574409614054,0.03359627170262946,-0.013809863198963362,0.019893914328343084,0.010298379010278932,0.0024252076730375055,0.016660297015904556,-0.004951289275380737,-0.022617102896588477,-0.04676531098754824,-0.002695782429186601,-0.005229844489526653,-0.0007541196482313667
V14,-0.0034641248206245417,0.2695431372358514,-0.3006836583145049,0.45891071793248606,-0.3504086896794229,0.2757353824868909,0.13119319135694035,0.41336917230600956,-0.06103460699824271,0.3300555776032642,0.5303853733846231,-0.40563693966859243,0.5458866924893686,-0.007331975821874857,1.0,0.02953915334741985,0.4508579084286352,0.5215058939637923,0.3080838629955024,-0.1000159062665977,-0.050349850567871286,-0.09187366754715687,0.02602296298086283,-0.020050163310859202,-0.0018255164778847993,0.001059437183103042,-0.0259361583791731,-0.038245839246493815,0.013490330820796186,0.03909531543057448,-0.7180496442021748,0.057190091876249786
V15,-0.17573948956234473,0.02183950839232806,3.910630127807892e-05,0.03077496169545659,-0.031180080572764945,0.017771138161445207,0.0004448228797577308,0.05459480765142975,0.040000722517133075,0.0228579450765083,0.013785131021823516,-0.02406627904991687,0.031400032183141545,0.022070883980755792,0.02953915334741985,1.0,0.014716514252140466,0.024577803174784703,-0.006465057122142707,0.005810004243127821,0.035092399477648736,-0.004853880095265732,0.001969665858800643,0.0027812011359193397,-0.008361506977631938,-0.03526941030501003,0.046234169060785445,0.030948707256436715,0.005269716419609121,0.00945419755747962,-0.03229149102888309,-0.045503154198811506
V16,0.04584110104808409,0.33476195121688496,-0.29001070712156923,0.4622094884788202,-0.2806428025850923,0.3671347586992148,0.08328735442016993,0.4539784765611366,-0.0589804906024152,0.30321676536375014,0.5056659279053097,-0.33751048237540965,0.5019954003662072,-0.018759630781221486,0.4508579084286352,0.014716514252140466,1.0,0.6074482959440664,0.36468369433480946,-0.20919255276755522,-0.0004945112850841204,-0.054269215480376616,0.005439069065606719,0.0011105561416155988,-0.009533585758127938,0.04480893931972739,-0.022080924558634352,0.08062094333642579,0.024935076270135945,-0.01500532085724798,-0.5105283905491832,-0.057947757058362276
V17,0.020614458559142894,0.4126302246821144,-0.34141066753140814,0.555204915712,-0.32137177626152974,0.4463655440960428,0.15285653426211174,0.5797982885583423,-0.13920619273478568,0.3396990499229045,0.6058820862169472,-0.4123911168591995,0.5941078959613378,0.00027911357687019446,0.5215058939637923,0.024577803174784703,0.6074482959440664,1.0,0.4725637686283495,-0.19995963557838584,-0.058330008451831304,-0.06035267122489976,-0.022238649726541278,-0.015438884054783695,-0.024158958167596327,0.017406465665475088,0.036493798612229844,0.10786352582970067,0.07151055746161362,0.014513455138516247,-0.5932808065501062,0.02337420625388515
V18,0.1319300313120288,0.26729056595755474,-0.23834242149296925,0.33083010011205677,-0.19246219635511574,0.2712786650984716,0.08723181977404564,0.37709924573172426,-0.07608998436781879,0.22848124363904412,0.3921569280655853,-0.2570273231284953,0.36651939100311415,0.020332871271612853,0.3080838629955024,-0.006465057122142707,0.36468369433480946,0.4725637686283495,1.0,-0.13266075264286864,-0.04391919927904566,-0.05076734849839523,-0.052320213367808274,-0.0016236714481660678,0.003566370445962082,0.020140403174178312,0.04639680282987899,0.11253686452605428,0.044467165763533774,0.05635906240373258,-0.33684990587961083,0.0492650580675592
V19,0.05142657496345952,-0.08951468541795043,0.113013776347393,-0.12369663472303039,0.036607258286247314,-0.13411859840609427,-0.028131410765649564,-0.10183604602075808,0.06388699038805219,-0.10827711376842833,-0.12158973985279713,0.08918853559357677,-0.13792741088476598,0.009342574409614054,-0.1000159062665977,0.005810004243127821,-0.20919255276755522,-0.19995963557838584,-0.13266075264286864,1.0,0.040725746492972226,0.04122252050024134,0.04108471039772112,0.018592502789820903,0.033524867011019595,0.012830899254796907,0.03939542525374085,-0.039002350147791756,-0.07941639624218988,-0.051738438848542546,0.08986760208192957,0.007659074933871111
V20,-0.07831820198096656,-0.17118546059288028,-0.10981369996015741,-0.07353494329462537,0.11567116679139647,-0.021706550449731847,-0.08258423795908747,-0.06164063436040134,0.12473283914472982,-0.0013486003406732504,-0.060473927740512655,0.06144153808438013,-0.06288880798079546,0.03359627170262946,-0.050349850567871286,0.035092399477648736,-0.0004945112850841204,-0.058330008451831304,-0.04391919927904566,0.040725746492972226,1.0,-0.11262113155316579,0.031885954615664,-0.039353347413028594,0.0223445623073121,0.052090775381828866,0.018150322655663912,0.003179073641271054,0.1754158219892017,0.3494687955162519,0.06050522887573119,0.17691234503169656
V21,0.006826739952130306,-0.1249094380155783,0.05548497856112659,-0.035578987662259615,0.025527689258790832,-0.029800641861308097,0.08411948350927664,-0.1446808715092982,-0.3603424815760556,0.03974182653108765,-0.019784651385785418,0.05057072067887411,-0.02606832184949668,-0.013809863198963362,-0.09187366754715687,-0.004853880095265732,-0.054269215480376616,-0.06035267122489976,-0.05076734849839523,0.04122252050024134,-0.11262113155316579,1.0,-0.16170872733481262,0.09301738686859681,-0.010548981765830148,0.03890774421836131,-0.0003120411556068244,0.15156890192980924,0.08407991109851294,0.08212597535035282,0.11537507210732444,0.07679301647727188
V22,0.12557899431989553,0.024625002251178002,-0.0065367831642355965,-0.009236538792579525,-0.008161628130249413,0.007335520549689572,-0.03346182012855197,0.04911397150091844,0.15504647783570513,-0.04683147554428237,-0.009803970196892463,0.02573250572738624,-0.022781969358197818,0.019893914328343084,0.02602296298086283,0.001969665858800643,0.005439069065606719,-0.022238649726541278,-0.052320213367808274,0.04108471039772112,0.031885954615664,-0.16170872733481262,1.0,-0.0004839353525953586,0.012840223105458945,-0.03333867824891468,-0.008225156394031324,-0.07108394049236595,-0.04282321272030472,-0.07268735722623351,-0.020995816933931377,-0.00477477520986672
V23,0.04866750032009296,-0.03835694933238429,0.001125871415932962,-0.03362365534551422,0.009156885022569186,-0.06640886246068146,0.03644572704467897,-0.005984865850866077,-0.12291710959731705,-0.02294962665703287,-0.02101995735636436,-0.013915382723805079,-0.008788252277965307,0.010298379010278932,-0.020050163310859202,0.0027812011359193397,0.0011105561416155988,-0.015438884054783695,-0.0016236714481660678,0.018592502789820903,-0.039353347413028594,0.09301738686859681,-0.0004839353525953586,1.0,0.024205310935364606,-0.02277630555270089,0.004665679957915761,0.004415601815361028,-0.03557916515337759,-0.08413377680470983,-0.04752064330604847,-0.025949102491834807
V24,0.005275197075399951,0.003672797227370494,-0.005688357163376713,-0.004652430896726512,-0.03418569265492385,-0.019179247687481294,-0.006285265836411726,0.017809863544810085,-0.00357342253448078,-0.006869395748241561,-0.01401348860015945,-0.023542336416113873,0.0013930359444714756,0.0024252076730375055,-0.0018255164778847993,-0.008361506977631938,-0.009533585758127938,-0.024158958167596327,0.003566370445962082,0.033524867011019595,0.0223445623073121,-0.010548981765830148,0.012840223105458945,0.024205310935364606,1.0,-0.021423607476088107,0.012630861700452902,-0.041644891575111316,-0.034626471922178735,0.023526633566319195,-0.031024166993411997,0.006673838255381091
V25,-0.22949817180749052,-0.009461756256574048,0.07231559496329688,-0.002328312407550106,-0.0018612679247210252,-0.027556096339850355,-0.020193300191903036,0.005802199780786825,0.046900466969690136,-0.03342104247270801,-0.01154347087211165,0.01574170110221919,0.01965948343909268,0.016660297015904556,0.001059437183103042,-0.03526941030501003,0.04480893931972739,0.017406465665475088,0.020140403174178312,0.012830899254796907,0.052090775381828866,0.03890774421836131,-0.03333867824891468,-0.02277630555270089,-0.021423607476088107,1.0,0.009881527722325797,0.047679267278274345,-0.050651907413246273,-0.06576646375665111,-0.002802209946386963,-0.01283284738873334
V26,-0.06550789048578691,0.06573392404140867,-0.017189743693877813,0.022884208366188794,0.000644830510943501,-0.013353950295350992,0.06187414490964385,0.045235589909364965,0.01750810505708692,0.004521615657639691,-5.874558548403251e-05,0.014320148747424372,0.01849456289913331,-0.004951289275380737,-0.0259361583791731,0.046234169060785445,-0.022080924558634352,0.036493798612229844,0.04639680282987899,0.03939542525374085,0.018150322655663912,-0.0003120411556068244,-0.008225156394031324,0.004665679957915761,0.012630861700452902,0.009881527722325797,1.0,0.04554899366436883,-0.00907011677012474,0.03687554945118879,-0.01111096854557824,0.0027710331757103937
V27,0.009366045857448704,0.07316157812994215,-0.015261688461502899,0.06854748863608996,-0.0729984368355922,0.05178986445690884,0.033822364947643596,0.2037905069882513,0.09511872721454481,0.10135842639074151,0.1753718059343043,-0.011790568299341454,0.08372684132509901,-0.022617102896588477,-0.038245839246493815,0.030948707256436715,0.08062094333642579,0.10786352582970067,0.11253686452605428,-0.039002350147791756,0.003179073641271054,0.15156890192980924,-0.07108394049236595,0.004415601815361028,-0.041644891575111316,0.047679267278274345,0.04554899366436883,1.0,0.22078678137656962,0.07773564391844458,-0.019869211576140848,-0.027171057572879565
V28,-0.01898346323315916,0.056849370767625605,0.08770139733855294,0.04683096640838998,-0.049850906520984284,0.04710509619024394,-0.0035060971811970635,0.016272788102975833,-0.017158700593636625,0.07665477617497411,0.10560981176467794,-0.008519916664239834,0.03458788317047175,-0.04676531098754824,0.013490330820796186,0.005269716419609121,0.024935076270135945,0.07151055746161362,0.044467165763533774,-0.07941639624218988,0.1754158219892017,0.08407991109851294,-0.04282321272030472,-0.03557916515337759,-0.034626471922178735,-0.050651907413246273,-0.00907011677012474,0.22078678137656962,1.0,-0.01983579425794292,0.03842880888023601,-0.02325366285765963
Amount,-0.04947455992952195,-0.1551274658778571,-0.42439349273355687,-0.11303240155866477,0.07934846972338698,-0.37611021267574396,0.2840492576213456,0.3034726681054887,-0.06906761668620857,-0.012612601821960896,-0.07939250016924317,-0.005071878392679017,-0.03116525964604137,-0.002695782429186601,0.03909531543057448,0.00945419755747962,-0.01500532085724798,0.014513455138516247,0.05635906240373258,-0.051738438848542546,0.3494687955162519,0.08212597535035282,-0.07268735722623351,-0.08413377680470983,0.023526633566319195,-0.06576646375665111,0.03687554945118879,0.07773564391844458,-0.01983579425794292,1.0,-0.025266609838362302,0.5799681635961208
Class,-0.05889358541586246,-0.3661819391321702,0.36530284379817346,-0.5675538354017355,0.4487655603392842,-0.27663788433636455,-0.19298130140963585,-0.5235314715774917,0.06410819716969951,-0.36086215707172914,-0.5814375895457442,0.4936406104307806,-0.6499246945082201,-0.005229844489526653,-0.7180496442021748,-0.03229149102888309,-0.5105283905491832,-0.5932808065501062,-0.33684990587961083,0.08986760208192957,0.06050522887573119,0.11537507210732444,-0.020995816933931377,-0.04752064330604847,-0.031024166993411997,-0.002802209946386963,-0.01111096854557824,-0.019869211576140848,0.03842880888023601,-0.025266609838362302,1.0,-0.07554665189537137
Amount_Log,-0.054034722982848,-0.05607684213058264,-0.4008617419904629,0.011491767095033847,-0.02637988980759929,-0.2856627996617077,0.1586469474333491,0.11630658922464417,0.0031075779702873837,-0.025480558512729963,0.00664998460538668,-0.06524501023064809,0.0012624657256392038,-0.0007541196482313667,0.057190091876249786,-0.045503154198811506,-0.057947757058362276,0.02337420625388515,0.0492650580675592,0.007659074933871111,0.17691234503169656,0.07679301647727188,-0.00477477520986672,-0.025949102491834807,0.006673838255381091,-0.01283284738873334,0.0027710331757103937,-0.027171057572879565,-0.02325366285765963,0.5799681635961208,-0.07554665189537137,1.0
